idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1281	"Sidste uges juridisk pletfri , men moralsk diskutable "" magtovertagelse "" af Per Pedersen styrker næppe Brøndbys trængte image , men vil uvægerlig skærpe mistilliden til den blågule Superliga-supermagt ."	sidste uges juridisk pletfri men moralsk diskutable magtovertagelse af per pedersen styrker næppe brøndbys trængte image men vil uvægerlig skærpe mistilliden til den blågule superliga-supermagt	O O O O O O O O O O O C O O C O O C O C O O O O O	sidste uges juridisk pletfri men moralsk diskutable magtovertagelse af per pedersen næppe brøndbys styrker image trængte men vil uvægerlig skærpe mistilliden til den blågule superliga-supermagt	O O O O O O O O O O O O O F O F O C O C O O O O O
1282	Arbejdsgruppen skal blandt andet ajourføre tidligere udarbejdede lister for lægemidler der skal indgå i forsynings- og katastrofeberedskabet herunder også i geografisk henseende samt undersøge mulighederne for en hurtig forøgelse af produktionen krisesituation hurtigt kan distribueres ligeligt ud i landet og fordeles mellem sygehusvæsenet og sundhedstjenesten , herunder overveje hvordan samspillet skal forløbe mellem centrale , statslige , amtslige og kommunale myndigheder samt lægemiddelproducenter og - distributører	arbejdsgruppen skal blandt andet ajourføre tidligere udarbejdede lister for lægemidler der skal indgå i forsynings- og katastrofeberedskabet herunder også i geografisk henseende samt undersøge mulighederne for en hurtig forøgelse af produktionen krisesituation hurtigt kan distribueres ligeligt ud i landet og fordeles mellem sygehusvæsenet og sundhedstjenesten herunder overveje hvordan samspillet skal forløbe mellem centrale statslige amtslige og kommunale myndigheder samt lægemiddelproducenter og distributører	O C O O C O C O O O O C C O O O O O O O O O O C O O O O O O O O O O C C O O O O O C O O O O C O O C C O O O O O O O O O O O	arbejdsgruppen skal blandt andet tidligere ajourføre lister for lægemidler udarbejdede der skal indgå i forsynings- og katastrofeberedskabet herunder også i geografisk henseende undersøge samt mulighederne herunder for en hurtig forøgelse af produktionen krisesituation hurtigt distribueres kan ligeligt ud i landet og fordeles mellem sygehusvæsenet og sundhedstjenesten overveje hvordan samspillet mellem centrale statslige amtslige og kommunale myndigheder samt lægemiddelproducenter forløbe skal og distributører	O C O O O F O O O F O C C O O O O O O O O O F O O O O O O O O O O O F F O O O O O C O O O O C O O O O O O O O O O O F F O O
1283	Konkurrencen er benhård , da udstyr til satellitter ofte er de internationale virksomheders flagskibe med stor reklameværdi .	konkurrencen er benhård da udstyr til satellitter ofte er de internationale virksomheders flagskibe med stor reklameværdi	O C O O O O O O C O O O O O O O	konkurrencen er benhård da udstyr til satellitter ofte er de internationale virksomheders flagskibe med stor reklameværdi	O C O O O O O O C O O O O O O O
1284	Kongen sagde det .	kongen sagde det	O C O	kongen sagde det	O C O
1285	Præsident Jeltsin indkasserede stormende bifald , da han i går triumferende erklærede kommunismen aflivet og 75 års mareridt for afsluttet i en tale til medlemmerne af Kongressen .	præsident jeltsin indkasserede stormende bifald da han i går triumferende erklærede kommunismen aflivet og 75 års mareridt for afsluttet i en tale til medlemmerne af kongressen	O O C C O O O O O C C O C O O O O O C O O O O O O O	præsident jeltsin bifald indkasserede stormende da han i går triumferende erklærede kommunismen aflivet og 75 års mareridt for afsluttet i en tale til medlemmerne af kongressen	O O O F F O O O O C C O C O O O O O C O O O O O O O
1286	Så pludselig , måske efter at jeg har købt otte appelsiner eller røget en smøg , kommer linien , så den næste , og kampen med maleriet er i gang , og jeg skal vise , hvor stærk jeg er .	så pludselig måske efter at jeg har købt otte appelsiner eller røget en smøg kommer linien så den næste og kampen med maleriet er i gang og jeg skal vise hvor stærk jeg er	O O O O O O C C O O O C O O C O O O O O O O O C O O O O C C O O O C	så pludselig måske efter kommer at er jeg otte appelsiner eller en smøg linien så den røget næste og kampen med maleriet har i gang købt og jeg skal vise hvor stærk jeg er	O O O O F O F O O O O O O O O O F O O O O O F O O F O O C C O O O C
1287	SE , nu har jeg ladet mig fortælle , at utugt kan være både underholdende og motionerende , så lad os ikke forarges over dette service-tilbud .	se nu har jeg ladet mig fortælle at utugt kan være både underholdende og motionerende så lad os ikke forarges over dette service-tilbud	C O C O C O C O O C C O C O C O C O O C O O O	nu ladet jeg se mig har fortælle at utugt kan være både underholdende og motionerende så lad os ikke forarges over dette service-tilbud	O F O F O F C O O C C O C O C O C O O C O O O
1288	Kære inderligt forvirrede	kære inderligt forvirrede	O O C	kære forvirrede inderligt	O F O
1289	Der er redskaber med tre eller fem kløer .	der er redskaber med tre eller fem kløer	O C O O O O O O	der er redskaber med tre eller fem kløer	O C O O O O O O
1290	Steg dem , indtil de har fået lidt farve .	steg dem indtil de har fået lidt farve	C O O O C C O O	dem indtil de har fået steg lidt farve	O O O F F F O O
1291	Også for at sikre sig , at der ikke bliver skattetekniske problemer .	også for at sikre sig at der ikke bliver skattetekniske problemer	O O O C O O O O C O O	også for at sikre sig at bliver der ikke skattetekniske problemer	O O O C O O F O O O O
1292	Find ud af , hvad det nøjagtigt er , de forlanger af dig og lad være med at gå i panik , hvis spørgsmålet kommer bag på dig .	find ud af hvad det nøjagtigt er de forlanger af dig og lad være med at gå i panik hvis spørgsmålet kommer bag på dig	C O O O O O C O C O O O C C O O C O O O O C O O O	find ud af hvad det nøjagtigt er forlanger de af dig og lad være med gå at i panik hvis spørgsmålet kommer bag på dig	C O O O O O C F O O O O C C O F O O O O O C O O O
1293	De fire har dog i det sidste år fået set verden .	de fire har dog i det sidste år fået set verden	O O C O O O O O C C O	de fire dog har i det sidste år fået verden set	O O O F O O O O C O F
1294	""" Hverken militær eller politi gjorde noget ."	hverken militær eller politi gjorde noget	O O O O C O	hverken militær eller politi noget gjorde	O O O O O F
1295	Her har Tom Jensen og 120 kammerater sat en grænse for krig .	her har tom jensen og 120 kammerater sat en grænse for krig	O C O O O O O C O O O O	her tom jensen og 120 kammerater sat har en grænse for krig	O O O O O O F F O O O O
1296	Nu vil de også stemme i Frankrig .	nu vil de også stemme i frankrig	O C O O C O O	nu stemme de også i frankrig vil	O F O O O O F
1297	Han sluttede sin militære karriere som oberst og chef for Hærens Signalskole 1975 , men fortsatte i endnu nogle år som konsulent i Forsvarsstaben .	han sluttede sin militære karriere som oberst og chef for hærens signalskole 1975 men fortsatte i endnu nogle år som konsulent i forsvarsstaben	O C O O O O O O O O O O O O C O O O O O O O O	han sluttede sin militære karriere som oberst og chef for hærens signalskole 1975 men fortsatte i endnu nogle år som konsulent i forsvarsstaben	O C O O O O O O O O O O O O C O O O O O O O O
1298	"Jeg kan godt forstå , at markedsføringsomkostningerne fra Kræftens Bekæmpelses rent forretningsmæssige synspunkt godt må være ca. 1/3 af "" salget "" ; "" avancen "" på bidragene ( "" stegte duer "" kalder økonomichefen dem ) er jo 100 pct. , så der bliver immervæk et "" overskud "" ."	jeg kan godt forstå at markedsføringsomkostningerne fra kræftens bekæmpelses rent forretningsmæssige synspunkt godt må være ca. 1/3 af salget avancen på bidragene stegte duer kalder økonomichefen dem er jo 100 pct. så der bliver immervæk et overskud	O C O C O O O O O O O O O C C O O O O O O O C O O O C O C O O O O C O O O	jeg godt kan forstå at markedsføringsomkostningerne fra kræftens være bekæmpelses rent forretningsmæssige synspunkt godt må ca. 1/3 af salget er avancen på bidragene jo 100 pct. stegte duer kalder økonomichefen dem så der immervæk et overskud bliver	O O F C O O O O F O O O O O F O O O O F O O O O O O C O C O O O O O O O F
1299	Politimester Dahlfelt kunne derimod ikke støtte afdelingschef Claus Tornøes forklaring om , at stoppet for tamil-sagerne fra september 1987 hang sammen med en plan om at tvangshjemsende de knap 3.000 tamilske flygtninge , der havde været i Danmark i under to år - en plan som Ninn-Hansen ifølge Tornøe skulle have beordret iværksat .	politimester dahlfelt kunne derimod ikke støtte afdelingschef claus tornøes forklaring om at stoppet for tamil-sagerne fra september 1987 hang sammen med en plan om at tvangshjemsende de knap 3.000 tamilske flygtninge der havde været i danmark i under to år en plan som ninn-hansen ifølge tornøe skulle have beordret iværksat	O O C O O C O O O O O O O O O O O O C O O O O O O O O O O C C C C O O C O O O O O O C C O O O O O O	politimester dahlfelt kunne derimod ikke støtte afdelingschef claus tornøes forklaring om at stoppet for tamil-sagerne hang iværksat fra september 1987 sammen med en plan en skulle plan som beordret ninn-hansen ifølge have tornøe om at tvangshjemsende de knap 3.000 tamilske flygtninge der havde været i danmark i under to år	O O C O O C O O O O O O O O O F F O O O O O O O O F O O F O O F O O O C O O O O O O C C O O O O O O
1300	Sæsonsvingninger skyldes enten klimamæssige forhold : høst , såning m.v. for maskinstationer m.fl. , planteskolevirksomhed ) , eller kundernes præferencer : juletræer , pyntegrønt i skovbruget , blomsterdyrkning til jul , mors dag m.v. .	sæsonsvingninger skyldes enten klimamæssige forhold høst såning m.v. for maskinstationer m.fl. planteskolevirksomhed eller kundernes præferencer juletræer pyntegrønt i skovbruget blomsterdyrkning til jul mors dag m.v.	O C O O O O O O O O O O O O O O O O O O O O O O O	sæsonsvingninger skyldes enten klimamæssige forhold høst såning m.v. for maskinstationer m.fl. planteskolevirksomhed eller kundernes præferencer juletræer pyntegrønt i skovbruget blomsterdyrkning til jul mors dag m.v.	O C O O O O O O O O O O O O O O O O O O O O O O O
1301	Sådan mener drabsafdelingen i København nu , at bombe-attentatet mod Internationale Socialister skete klokken 11.32 i mandags .	sådan mener drabsafdelingen i københavn nu at bombe-attentatet mod internationale socialister skete klokken 11.32 i mandags	O O O O O O C O O O O C O O O O	sådan skete at bombe-attentatet mod internationale socialister klokken 11.32 i mandags mener drabsafdelingen i københavn nu	O F O O O O O O O O O C O O O O
1302	""" Vi er i VMs suverænt bedste gruppe , en ren dynamitpulje , "" siger den 29-årige midtbanespiller Susan Mackensie , Hjortshøj/Egå , til B.T. ."	vi er i vms suverænt bedste gruppe en ren dynamitpulje siger den 29-årige midtbanespiller susan mackensie hjortshøj/egå til b.t.	O C O O O O O O O O C O O O O O O O O	vi i vms suverænt bedste gruppe er en ren dynamitpulje siger den 29-årige midtbanespiller susan mackensie hjortshøj/egå til b.t.	O O O O O O F O O O C O O O O O O O O
1303	"Man må huske på , at det ikke altid er sådan , at det mest udbredte leksikon også er det bedste . """	man må huske på at det ikke altid er sådan at det mest udbredte leksikon også er det bedste	O C C O O O O O C O O O O C O O C O O	man må på at udbredte det ikke altid sådan at er det huske mest er leksikon også det bedste	O C O O F O O O O O F O F O F O O O O
1304	USA ekskluderes ikke fra denne konkrete opgave .	usa ekskluderes ikke fra denne konkrete opgave	O C O O O O O	usa ekskluderes ikke fra denne konkrete opgave	O C O O O O O
1305	"Specielt i 1. sæt varierede jeg mit spil og godt . """	specielt i 1. sæt varierede jeg mit spil og godt	O O O O C O O O O O	specielt i 1. sæt varierede jeg mit spil og godt	O O O O C O O O O O
1306	De var faktiks ment som at være 4 forskellige koncerter men blev hurtigt samlet.I	de var faktiks ment som at være 4 forskellige koncerter men blev hurtigt samlet.i	O C O C O O C O O O O C O O	de var faktiks ment som at være 4 forskellige koncerter men blev hurtigt samlet.i	O C O C O O C O O O O C O O
1307	De politiske lederes underskrift var en betingelse for , at FN ville iværksætte den hidtil mest omfattende hjælpe-operation i organisationens historie .	de politiske lederes underskrift var en betingelse for at fn ville iværksætte den hidtil mest omfattende hjælpe-operation i organisationens historie	O O O O C O O O O O C C O O O O O O O O	de politiske lederes var underskrift en betingelse for at fn den hidtil mest omfattende hjælpe-operation i organisationens ville iværksætte historie	O O O F O O O O O O O O O O O O O F F O
1308	Lad dejen hvile tildækket i mindst 1 time .	lad dejen hvile tildækket i mindst 1 time	C O C C O O O O	dejen lad hvile tildækket i mindst 1 time	O F C C O O O O
1309	Og det er ikke umuligt , at jeg vender tilbage til udlandet .	og det er ikke umuligt at jeg vender tilbage til udlandet	O O C O O O O C O O O	og det ikke umuligt er at vender jeg tilbage til udlandet	O O O O F O F O O O O
1310	Og håb om , at de inden længe bliver forældre til en livskraftig , lille krabat , som ikke forsvinder mellem deres hænder som Marc .	og håb om at de inden længe bliver forældre til en livskraftig lille krabat som ikke forsvinder mellem deres hænder som marc	O O O O O O O C O O O O O O O O C O O O O O	og håb om at de inden længe bliver forældre til en livskraftig lille krabat forsvinder som ikke mellem deres hænder som marc	O O O O O O O C O O O O O O F O O O O O O O
