idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
2567	Überwiegend waren dies heimische Arten , aber auch exotische Baum - und Straucharten : Ahorne , Akazien , Trompetenbäume , Ulmen , Eschen , Sumachgewächse , Esskastanien , Arten des Christusdorns , Zürgelbäume , Tulpenbaum , japanische Magnolien , Maulbeerbaum , Amerikanische Weiß - Eiche sowie unter der Vielzahl der Blüten - und Decksträucher verschiedene Wildrosenarten von hoher Qualität .	überwiegend waren dies heimische arten aber auch exotische baum und straucharten ahorne akazien trompetenbäume ulmen eschen sumachgewächse esskastanien arten des christusdorns zürgelbäume tulpenbaum japanische magnolien maulbeerbaum amerikanische weiß eiche sowie unter der vielzahl der blüten und decksträucher verschiedene wildrosenarten von hoher qualität	O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	überwiegend dies heimische arten aber auch exotische baum und straucharten ahorne akazien trompetenbäume ulmen eschen sumachgewächse esskastanien arten des christusdorns zürgelbäume tulpenbaum waren japanische magnolien maulbeerbaum amerikanische weiß eiche sowie unter der vielzahl der blüten und decksträucher verschiedene wildrosenarten von hoher qualität	O O O O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O O O O O O O O O O
2568	In den ersten Jahrzehnten der Kernenergienutzung sahen Endlagerkonzepte in der Regel eine nicht rückgängig machbare Einbringung der Abfälle in tiefe geologische Formationen vor .	in den ersten jahrzehnten der kernenergienutzung sahen endlagerkonzepte in der regel eine nicht rückgängig machbare einbringung der abfälle in tiefe geologische formationen vor	O O O O O O C O O O O O O O O O O O O O O O O	in den ersten jahrzehnten der kernenergienutzung endlagerkonzepte in der regel eine nicht rückgängig machbare einbringung der abfälle in tiefe geologische formationen sahen vor	O O O O O O O O O O O O O O O O O O O O O F O
2569	Die Stellen , wo sich das Wasser nicht ausbreitet , füllt man dicht mit Torfmoos , Sphagnum palustre ( L. ) aus , und zwar für solche Pflanzen , die in Deutschlands Waldsümpfen zwischen und auf dem Torfmoose wachsen , z.B. Ledum palustre , Vaccinium uliginosum , Schollera oxicoccus , ( Moosbeerscholler ) , Drosera rotundifolia .	die stellen wo sich das wasser nicht ausbreitet füllt man dicht mit torfmoos sphagnum palustre l. aus und zwar für solche pflanzen die in deutschlands waldsümpfen zwischen und auf dem torfmoose wachsen z.b. ledum palustre vaccinium uliginosum schollera oxicoccus moosbeerscholler drosera rotundifolia	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O C	die stellen wo ausbreitet sich das wasser nicht füllt man dicht mit torfmoos sphagnum palustre l. aus und zwar für solche pflanzen die in deutschlands waldsümpfen zwischen und auf dem torfmoose wachsen z.b. ledum palustre vaccinium uliginosum schollera oxicoccus moosbeerscholler drosera rotundifolia	O O O F O O O O C O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O
2570	"Auch wenn der Name Reinickendorfs auf seinen Gründer , dem niedersächsische Bauer Reinhardt , zurückgeht , so versteht sich das Wappen mit dem Motiv des "" Reinecke Fuchs "" als redendes Wappen ."	auch wenn der name reinickendorfs auf seinen gründer dem niedersächsische bauer reinhardt zurückgeht so versteht sich das wappen mit dem motiv des reinecke fuchs als redendes wappen	O O O O O O O O O O O O C O C O O O O O O O O O O O O	auch wenn zurückgeht der name reinickendorfs auf seinen gründer dem niedersächsische bauer reinhardt so versteht sich das wappen mit dem motiv des reinecke fuchs als redendes wappen	O O F O O O O O O O O O O O C O O O O O O O O O O O O
2571	Er beeinflusste eine ganze Zeichner - Generationen in Frankreich und Belgien .	er beeinflusste eine ganze zeichner generationen in frankreich und belgien	O C O O O O O O O O	er beeinflusste eine ganze zeichner generationen in frankreich und belgien	O C O O O O O O O O
2572	Nachdem Hynko von Kukwitz 1482 Újezd erworben hatte , schloss er die Güter an seine Herrschaft Rossitz an .	nachdem hynko von kukwitz 1482 újezd erworben hatte schloss er die güter an seine herrschaft rossitz an	O O O O O O C C C O O O O O O O O	nachdem hynko hatte erworben von kukwitz 1482 újezd schloss er die güter an seine herrschaft rossitz an	O O F F O O O O C O O O O O O O O
2573	Račice ( deutsch Ratschitz ) ist ein Ortsteil der Gemeinde Račice - Pístovice in Tschechien .	račice deutsch ratschitz ist ein ortsteil der gemeinde račice pístovice in tschechien	O O O C O O O O O O O O	račice deutsch ratschitz ein ortsteil der gemeinde račice pístovice in tschechien ist	O O O O O O O O O O O F
2574	Die Region , die lange Zeit lediglich von Wanderfeldbau und Subsistenzwirtschaft geprägt war , öffnet sich langsam für eine Nutzung des Hochlandes für multifunktionale und kommerzielle Zwecke .	die region die lange zeit lediglich von wanderfeldbau und subsistenzwirtschaft geprägt war öffnet sich langsam für eine nutzung des hochlandes für multifunktionale und kommerzielle zwecke	O O C O O O O O O O O O O O O O O O O O O O O C C	die region die lange zeit lediglich war von wanderfeldbau und subsistenzwirtschaft geprägt öffnet sich langsam für eine nutzung des hochlandes für multifunktionale und kommerzielle zwecke	O O O O O O F O O O O F C O O O O O O O O O O O O
2575	Zu den Autobahnanschlüssen der A 3 Mogendorf und Dierdorf gelangt man über die B 8 / B 413 .	zu den autobahnanschlüssen der a 3 mogendorf und dierdorf gelangt man über die b 8 b 413	O O O O O O O O O C O O O O O O O	zu den autobahnanschlüssen der a 3 mogendorf und dierdorf gelangt man über die b 8 b 413	O O O O O O O O O C O O O O O O O
2576	Er stellt sich als ein Karate - Meister alter Schule heraus , der ihn auf recht unkonventionelle Weise ( für die Daniel zunächst nur wenig Verständnis aufbringt ) nicht nur in die technischen , sondern auch in die philosophischen Aspekte des Karate einweiht .	er stellt sich als ein karate meister alter schule heraus der ihn auf recht unkonventionelle weise für die daniel zunächst nur wenig verständnis aufbringt nicht nur in die technischen sondern auch in die philosophischen aspekte des karate einweiht	O C O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O C	er stellt sich als ein karate meister alter schule heraus einweiht der ihn auf recht unkonventionelle für die daniel zunächst nur wenig verständnis aufbringt weise nicht nur in die technischen sondern auch in die philosophischen aspekte des karate	O C O O O O O O O O F O O O O O O O O O O O O C O O O O O O O O O O O O O O
2577	Jahrhunderts erarbeitete .	jahrhunderts erarbeitete	O C	jahrhunderts erarbeitete	O C
2578	Die Hochwassermarke erreichte mit 16 m eine Größenordnung , wie sie außerhalb der Tropen selten gemessen wird .	die hochwassermarke erreichte mit 16 m eine größenordnung wie sie außerhalb der tropen selten gemessen wird	O O C O O O O O O O O O O O C C	die hochwassermarke mit 16 m erreichte eine größenordnung wird wie sie außerhalb der tropen selten gemessen	O O O O O F O O F O O O O O O F
2579	Colonel Samuel Trautman , Rambos Ausbilder , der ihn auf den Vietnamkrieg vorbereitet hat , will ihn für einen Einsatz in Afghanistan gewinnen .	colonel samuel trautman rambos ausbilder der ihn auf den vietnamkrieg vorbereitet hat will ihn für einen einsatz in afghanistan gewinnen	O O O O O C O O O O O O C O O O O O C C	colonel samuel trautman rambos ausbilder der ihn hat auf den vietnamkrieg vorbereitet will ihn für einen einsatz in afghanistan gewinnen	O O O O O O O F O O O F C O O O O O O C
2580	Der Sohn von George Hume , eines Direktors des Royal Shakespeare Theatres in Stratford - upon - Avon , begann seine Schauspielkarriere als Assistent und Hilfsarbeiter bei Bühnenarbeiten .	der sohn von george hume eines direktors des royal shakespeare theatres in stratford upon avon begann seine schauspielkarriere als assistent und hilfsarbeiter bei bühnenarbeiten	O O O O O O O O O O O O O O O C O O O O O O O O	der sohn von george hume eines direktors des royal shakespeare theatres in stratford upon avon begann seine schauspielkarriere als assistent und hilfsarbeiter bei bühnenarbeiten	O O O O O O O O O O O O O O O C O O O O O O O O
2581	"Zu jener Zeit war er Mitherausgeber der beiden kleineren Zeitschriften "" Gothique "" und "" Stardock "" ."	zu jener zeit war er mitherausgeber der beiden kleineren zeitschriften gothique und stardock	O O O C O O O O O O O O O	zu jener zeit war er mitherausgeber der beiden kleineren zeitschriften gothique und stardock	O O O C O O O O O O O O O
2582	Tampilisan ist eine philippinische Stadtgemeinde in der Provinz Zamboanga del Norte .	tampilisan ist eine philippinische stadtgemeinde in der provinz zamboanga del norte	O C O O O O O O O O O	tampilisan ist eine philippinische stadtgemeinde in der provinz zamboanga del norte	O C O O O O O O O O O
2583	Von der lyrischen und visuellen Konzeption handelt es sich hierbei um ein Oldschool - Album .	von der lyrischen und visuellen konzeption handelt es sich hierbei um ein oldschool album	O O O O O O C O O O O O O O	von der lyrischen und visuellen konzeption es handelt sich hierbei um ein oldschool album	O O O O O O O F O O O O O O
2584	"Deshalb geht Hildebrandt leider jede Form von Objektivität ab , auch in der Beurteilung von Kollegen . """	deshalb geht hildebrandt leider jede form von objektivität ab auch in der beurteilung von kollegen	O C O O O O O O O O O O O O O	deshalb hildebrandt leider jede form von objektivität ab auch in der beurteilung von kollegen geht	O O O O O O O O O O O O O O F
2585	Bundesliga Süd mit dem er an der Seite der Mitspieler Felix Magath und Egon Schmitt die Meisterschaft gewann und in die Bundesliga aufstieg .	bundesliga süd mit dem er an der seite der mitspieler felix magath und egon schmitt die meisterschaft gewann und in die bundesliga aufstieg	O O O O O O O O O O O O O O O O O C O O O O C	bundesliga süd mit dem er an der seite der mitspieler felix magath und egon schmitt die meisterschaft gewann und in die bundesliga aufstieg	O O O O O O O O O O O O O O O O O C O O O O C
2586	Das Begleitfahrzeug muss als solches geprüft und zugelassen sein , sofern es nicht durch einfachen abbau der Rundumleuchten in den StVZO - tüchtigen Zustand gebracht werden kann .	das begleitfahrzeug muss als solches geprüft und zugelassen sein sofern es nicht durch einfachen abbau der rundumleuchten in den stvzo tüchtigen zustand gebracht werden kann	O O C O O C C O C O O O O O O O O O O O O O C C C	das begleitfahrzeug als solches geprüft muss und zugelassen sein sofern es nicht durch einfachen abbau kann der rundumleuchten gebracht in den stvzo tüchtigen zustand werden	O O O O F F O C C O O O O O O F O O F O O O O O F
2587	Gabriel will -- gegen die Regeln -- Aiden hinter dem Fluss angreifen , aber Vivian kämpft gegen ihren Anführer .	gabriel will -- gegen die regeln -- aiden hinter dem fluss angreifen aber vivian kämpft gegen ihren anführer	O C O O O O O O O O O C O O C O O O	gabriel will -- gegen die regeln -- aiden hinter dem fluss angreifen kämpft aber vivian gegen ihren anführer	O C O O O O O O O O O C F O O O O O
2588	Human Action wurde mittlerweile in vier Auflagen gedruckt und mehr als 500.000 Mal verkauft .	human action wurde mittlerweile in vier auflagen gedruckt und mehr als 500.000 mal verkauft	O O C O O O O C O O O O O C	human action wurde mittlerweile in vier auflagen gedruckt und verkauft mehr als 500.000 mal	O O C O O O O C O F O O O O
2589	Wegen ihrer Freizügigkeit wurde die Inszenierung als Provokation empfunden .	wegen ihrer freizügigkeit wurde die inszenierung als provokation empfunden	O O O C O O O O C	wegen ihrer freizügigkeit die inszenierung als provokation empfunden wurde	O O O O O O O F F
2590	Sportpanorama ist eine Sportsendung des Schweizer Fernsehens , die jeden Sonntag um 18.15 Uhr auf SF zwei ausgestrahlt wird .	sportpanorama ist eine sportsendung des schweizer fernsehens die jeden sonntag um 18.15 uhr auf sf zwei ausgestrahlt wird	O C O O O O O O O O O O O O O O C C	sportpanorama ist eine sportsendung des schweizer fernsehens die jeden sonntag um 18.15 uhr auf sf zwei ausgestrahlt wird	O C O O O O O O O O O O O O O O C C
2591	Auch andere Verbände sind noch nach den alten Grenzen getrennt .	auch andere verbände sind noch nach den alten grenzen getrennt	O O O C O O O O O O	auch andere verbände noch nach den alten grenzen sind getrennt	O O O O O O O O F O
2592	Der Plöner Vertrag von 1842 brachte eine Gebietsreform .	der plöner vertrag von 1842 brachte eine gebietsreform	O O O O O C O O	der plöner vertrag von brachte 1842 eine gebietsreform	O O O O F O O O
2593	Das Romarad ( auch Geburtsrad ) ist ein besonderer Gebärstuhl , der in der Geburtshilfe eingesetzt wird .	das romarad auch geburtsrad ist ein besonderer gebärstuhl der in der geburtshilfe eingesetzt wird	O O O O C O O O O O O O C C	das romarad auch geburtsrad ist ein besonderer gebärstuhl der eingesetzt wird in der geburtshilfe	O O O O C O O O O F F O O O
2594	Die Carnahan - Familie ist eine bekannte Größe in der politischen Szene des Staates Missouri .	die carnahan familie ist eine bekannte größe in der politischen szene des staates missouri	O O O C O O O O O O O O O O	die carnahan familie ist eine bekannte größe in der politischen szene des staates missouri	O O O C O O O O O O O O O O
2595	Renovierungen erfolgten bereits 1616 von Herzog Christian , 1636 von Herzog August und 1649 von Herzog Friedrich .	renovierungen erfolgten bereits 1616 von herzog christian 1636 von herzog august und 1649 von herzog friedrich	O C O O O O O O O O O O O O O O	renovierungen erfolgten bereits 1616 von herzog christian 1636 von herzog august und 1649 von herzog friedrich	O C O O O O O O O O O O O O O O
2596	Die bäuerliche Landbevölkerung trug einen kurzen Kittel aus grobem Leinen , bis über die Knie reichende Hosen und durch Bänder zusammengehaltene Bundschuhe .	die bäuerliche landbevölkerung trug einen kurzen kittel aus grobem leinen bis über die knie reichende hosen und durch bänder zusammengehaltene bundschuhe	O O O C O O O O O O O O O O O O O O O O O	die bäuerliche landbevölkerung einen kurzen kittel aus grobem leinen bis über die knie trug reichende hosen und durch bänder zusammengehaltene bundschuhe	O O O O O O O O O O O O O F O O O O O O O
