idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
1136	Når vælgerne alligevel gribes af afmagt , er det en følelse af , at det er historien og udviklingen , der dirigerer os , og krydset derfor bliver en smule illusorisk - fordi det mere er en reaktion på noget end en beslutning om noget .	når vælgerne alligevel gribes af afmagt er det en følelse af at det er historien og udviklingen der dirigerer os og krydset derfor bliver en smule illusorisk fordi det mere er en reaktion på noget end en beslutning om noget	når vælgerne gribes alligevel af afmagt er det en følelse af at det er historien og udviklingen der os dirigerer og krydset bliver derfor en smule illusorisk fordi det mere er en reaktion på noget end en beslutning om noget	O O F O O O C O O O O O O C O O O O O F O O F O O O O O O O C O O O O O O O O O	når vælgerne alligevel af afmagt er det en følelse af at det historien bliver og udviklingen der dirigerer os gribes og er krydset derfor en smule illusorisk fordi det mere er en reaktion på noget end en beslutning om noget	O O O O O C O O O O O O O F O O O C O F O F O O O O O O O O C O O O O O O O O O
1137	""" Åh , mine børn , "" råbte han ."	åh mine børn råbte han	åh mine børn råbte han	O O O C O	åh mine råbte børn han	O O F O O
1138	I Nordsjælland derimod er det statens folk der diskret på hverdage , når andre arbejder , går på jagt , vildtet sælges til fordel for statskassen til en lukket kreds , og folk bliver fremmedgjort for det mest naturlige af alt - jagt .	i nordsjælland derimod er det statens folk der diskret på hverdage når andre arbejder går på jagt vildtet sælges til fordel for statskassen til en lukket kreds og folk bliver fremmedgjort for det mest naturlige af alt jagt	i nordsjælland derimod det er statens folk der diskret på hverdage når arbejder andre går på jagt vildtet sælges til fordel for statskassen til en kreds lukket og bliver folk fremmedgjort for det mest naturlige af alt jagt	O O O O F O O O O O O O F O C O O O C O O O O O O O F O F O C O O O O O O O	i arbejder nordsjælland derimod det statens folk der diskret på hverdage når andre går på jagt vildtet til fordel bliver for statskassen til en lukket kreds og folk fremmedgjort sælges for det mest naturlige af er alt jagt	O F O O O O O O O O O O O C O O O O O F O O O O C O O O C F O O O O O F O O
1139	""" Værdighed frem for alt ! "" buldrede det ansete dagblad The Times på vegne af dronning Elizabeth ."	værdighed frem for alt buldrede det ansete dagblad the times på vegne af dronning elizabeth	værdighed frem for alt buldrede det ansete dagblad the times på vegne af dronning elizabeth	O O O O C O O O O O O O O O O	værdighed frem for alt buldrede det ansete dagblad the times på vegne af dronning elizabeth	O O O O C O O O O O O O O O O
1140	Farvekataloget , som blev uddelt ved seancens begyndelse , er en vigtig del af køkkenkulturen .	farvekataloget som blev uddelt ved seancens begyndelse er en vigtig del af køkkenkulturen	farvekataloget som blev uddelt ved seancens begyndelse er en vigtig del af køkkenkulturen	O O F F O O O C O O O O O	farvekataloget som uddelt ved seancens begyndelse er blev en vigtig del af køkkenkulturen	O O C O O O C F O O O O O
1141	Men hvordan kan man påvirke et østlands lukkede system ?	men hvordan kan man påvirke et østlands lukkede system	men hvordan kan man et påvirke lukkede østlands system	O O C O O F F O O	men hvordan kan påvirke man lukkede et østlands system	O O C F O F O O O
1142	Siden Anden Verdenskrig har alle vindere af amerikanske præsidentvalg sejret i deres hjemstater , og det samme gælder alle tabere bortset fra Adlai Stevenson og George McGovern .	siden anden verdenskrig har alle vindere af amerikanske præsidentvalg sejret i deres hjemstater og det samme gælder alle tabere bortset fra adlai stevenson og george mcgovern	siden anden verdenskrig har alle vindere af amerikanske præsidentvalg sejret i deres hjemstater og det samme alle gælder bortset tabere fra adlai stevenson og george mcgovern	O O O C O O O O O C O O O O O O O F F O O O O O O O	siden anden verdenskrig har alle sejret vindere af amerikanske præsidentvalg i deres hjemstater og det samme alle tabere gælder bortset fra adlai stevenson og george mcgovern	O O O C O F O O O O O O O O O O O O F C O O O O O O
1143	I efteråret 1984 var Helle færdig med sin EFG-skole , men kunne ikke få en elevplads indenfor kolonialhandel , og på hendes tidligere arbejdsplads , som afløser i en kiosk , havde de ikke råd til en voksen afløser til nogle og 30 kroner i timen .	i efteråret 1984 var helle færdig med sin efg-skole men kunne ikke få en elevplads indenfor kolonialhandel og på hendes tidligere arbejdsplads som afløser i en kiosk havde de ikke råd til en voksen afløser til nogle og 30 kroner i timen	i efteråret 1984 var helle færdig med sin efg-skole men kunne ikke en få elevplads indenfor kolonialhandel og på hendes tidligere arbejdsplads som afløser i en havde kiosk de ikke råd til en voksen afløser til nogle og 30 kroner i timen	O O O C O O O O O O C O O F O O O O O O O O O O O O F O O O O O O O O O O O O O O O	i efteråret 1984 helle færdig med sin efg-skole men kunne ikke en elevplads indenfor kolonialhandel og på få hendes tidligere arbejdsplads som afløser i en kiosk havde de ikke var råd til en voksen afløser til nogle og 30 kroner i timen	O O O O O O O O O C O O O O O O O F O O O O O O O O C O O F O O O O O O O O O O O O
1144	Øverst på aviskiosken i passagen står en roligan med klaphat .	øverst på aviskiosken i passagen står en roligan med klaphat	øverst på aviskiosken i passagen står en roligan med klaphat	O O O O O C O O O O	øverst på aviskiosken i passagen står en roligan med klaphat	O O O O O C O O O O
1145	Det gjorde han ikke , men han skabte kæmpe opmærksomhed om det at komme ud at rejse .	det gjorde han ikke men han skabte kæmpe opmærksomhed om det at komme ud at rejse	det gjorde han ikke men han kæmpe skabte opmærksomhed om det komme at ud at rejse	O C O O O O O F O O O F O O O C	det komme han ikke men han skabte kæmpe gjorde opmærksomhed om det at ud at rejse	O F O O O O C O F O O O O O O C
1146	Og jeg må indrømme : dette var det chok , jeg ikke var forberedt på .	og jeg må indrømme dette var det chok jeg ikke var forberedt på	og jeg må var indrømme dette det chok jeg ikke var forberedt på	O O C F F O O O O O C C O	og var jeg må var dette det indrømme chok jeg ikke forberedt på	O F O C F O O F O O O C O
1147	Han trak telefonen til sig og drejede nummeret .	han trak telefonen til sig og drejede nummeret	han telefonen trak til sig drejede og nummeret	O O F O O F O O	han trak drejede telefonen til sig og nummeret	O C F O O O O O
1148	Det økonomiske regnestykke er forlængst på plads : Der skal investeres 1,5 til 2 mia. kr. i en sammenlægning af Carlsberg og Tuborgs to københavnske bryggerier i ét fælles bryggeri .	det økonomiske regnestykke er forlængst på plads der skal investeres 1,5 til 2 mia. kr. i en sammenlægning af carlsberg og tuborgs to københavnske bryggerier i ét fælles bryggeri	det økonomiske regnestykke er forlængst på plads der skal 1,5 investeres til 2 mia. kr. i en sammenlægning af carlsberg og tuborgs to københavnske bryggerier i ét fælles bryggeri	O O O C O O O O C O F O O O O O O O O O O O O O O O O O O	det økonomiske regnestykke er forlængst på plads der investeres 1,5 til 2 mia. kr. i en sammenlægning af carlsberg og tuborgs to skal københavnske bryggerier i ét fælles bryggeri	O O O C O O O O C O O O O O O O O O O O O O F O O O O O O
1149	Med jordfarver har fortidsmennesker fastholdt jagtens svære kunst til ære for guderne og som hjælp for unge jægere	med jordfarver har fortidsmennesker fastholdt jagtens svære kunst til ære for guderne og som hjælp for unge jægere	med har jordfarver fortidsmennesker fastholdt jagtens svære kunst til ære for guderne og som hjælp for unge jægere	O F O O C O O O O O O O O O O O O O	med jordfarver har fortidsmennesker jagtens svære kunst til ære for guderne og som hjælp for unge jægere fastholdt	O O C O O O O O O O O O O O O O O F
1150	Fornyet blokade	fornyet blokade	fornyet blokade	C O	fornyet blokade	C O
1151	I den forbindelse kunne man tilføje , at det i sådanne tilfælde er udenrigsminister Uffe Ellemann-Jensen , der samler op efter statsministeren og sender personlige hilsner til de afsatte ministre .	i den forbindelse kunne man tilføje at det i sådanne tilfælde er udenrigsminister uffe ellemann-jensen der samler op efter statsministeren og sender personlige hilsner til de afsatte ministre	i den forbindelse tilføje kunne man at det i sådanne tilfælde er udenrigsminister uffe ellemann-jensen der samler op efter statsministeren og personlige sender hilsner til afsatte de ministre	O O O F F O O O O O O C O O O O C O O O O O F O O F O O	i den forbindelse kunne man tilføje at det i sådanne tilfælde udenrigsminister uffe ellemann-jensen sender der samler afsatte op efter statsministeren er og personlige hilsner til de ministre	O O O C O C O O O O O O O O F O C F O O O F O O O O O O
1152	Omkring 20 soldater og civile er blevet dræbt under bombardementet , sagde Tanjug , men tallene er endnu ikke blevet bekræftet .	omkring 20 soldater og civile er blevet dræbt under bombardementet sagde tanjug men tallene er endnu ikke blevet bekræftet	omkring 20 soldater og civile er blevet under dræbt sagde bombardementet tanjug men tallene er endnu ikke blevet bekræftet	O O O O O C C O F F O O O O C O O C C	omkring 20 soldater og civile er blevet under bombardementet sagde tanjug men bekræftet tallene dræbt endnu ikke er blevet	O O O O O C C O O C O O F O F O O F C
1153	""" Jeg tror ikke , der vil være den store risiko for , at samarbejdet vil ende i en blokdannelse ."	jeg tror ikke der vil være den store risiko for at samarbejdet vil ende i en blokdannelse	jeg ikke tror vil der være den store risiko for at samarbejdet vil ende i en blokdannelse	O O F F O C O O O O O O F F O O O	jeg ikke der vil den store risiko for at vil tror samarbejdet ende i en være blokdannelse	O O O C O O O O O F F O C O O F O
1154	Den kunne være baggrunds-kulisse i en hvilken som helst fransk film - kriminalfilm , psykologisk thriller eller smeltende kærlighedsfilm .	den kunne være baggrunds-kulisse i en hvilken som helst fransk film kriminalfilm psykologisk thriller eller smeltende kærlighedsfilm	den kunne være baggrunds-kulisse i en hvilken som helst fransk film kriminalfilm psykologisk thriller eller kærlighedsfilm smeltende	O C C O O O O O O O O O O O O O F	den være baggrunds-kulisse i en hvilken smeltende som helst kunne fransk film kriminalfilm psykologisk thriller eller kærlighedsfilm	O C O O O O F O O F O O O O O O O
1155	Dag og nat er blevet ophævet her .	dag og nat er blevet ophævet her	dag og er nat blevet ophævet her	O O F O C C O	ophævet dag og blevet nat er her	F O O F O C O
1156	Det var tredje år i træk .	det var tredje år i træk	det tredje var år i træk	O O F O O O	det var tredje år i træk	O C O O O O
1157	Men det er dyrt at holde dem i fart .	men det er dyrt at holde dem i fart	men er det dyrt at holde dem i fart	O F O O O C O O O	holde men det er dyrt at dem i fart	F O O C O O O O O
1158	Mange børn forsøgte at undslippe rædslerne ved selvmords-forsøg eller ved at påføre sig selv kvæstelser for at komme på sygehuset .	mange børn forsøgte at undslippe rædslerne ved selvmords-forsøg eller ved at påføre sig selv kvæstelser for at komme på sygehuset	mange børn forsøgte at rædslerne undslippe ved selvmords-forsøg eller ved påføre at sig selv kvæstelser for at komme på sygehuset	O O C O O F O O O O F O O O O O O C O O	mange børn påføre forsøgte at rædslerne ved selvmords-forsøg eller ved at sig selv undslippe kvæstelser for at komme på sygehuset	O O F C O O O O O O O O O F O O O C O O
1159	Jeg troede , at bare jeg kunne få en mand til at være sammen med mig , så var alt godt .	jeg troede at bare jeg kunne få en mand til at være sammen med mig så var alt godt	jeg troede at bare jeg kunne få en mand til at være sammen med mig så var alt godt	O C O O O F F O O O O C O O O O C O O	jeg troede at bare jeg var kunne en mand få til at være sammen med mig så alt godt	O C O O O F C O O F O O C O O O O O O
1160	Begrebet startpenge kan vi principielt ikke acceptere .	begrebet startpenge kan vi principielt ikke acceptere	begrebet startpenge vi kan principielt acceptere ikke	O O O F O F O	begrebet kan startpenge vi principielt ikke acceptere	O F O O O O C
1161	Det er derfor uheldigt , at HRH anfører argumenter for bevarelse af 7-pct.-gebyret , der ikke har hold i livselskabernes faktiske adfærd .	det er derfor uheldigt at hrh anfører argumenter for bevarelse af 7-pct.-gebyret der ikke har hold i livselskabernes faktiske adfærd	det er derfor uheldigt at hrh anfører argumenter for bevarelse af 7-pct.-gebyret der ikke hold har i livselskabernes faktiske adfærd	O C O O O O C O O O O O O O O F O O O O	det er derfor uheldigt at har hrh anfører argumenter for bevarelse af 7-pct.-gebyret der ikke hold i livselskabernes faktiske adfærd	O C O O O F O C O O O O O O O O O O O O
