idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1326	Bæði vegna þess að það óttast oft að tjá sig um laun og og starfskjör og vegna þess að það er mjög háð vinnuveitendum sínum , segir Halldór .	bæði vegna þess að það óttast oft að tjá sig um laun og og starfskjör og vegna þess að það er mjög háð vinnuveitendum sínum segir halldór	O O O O O O O O C O O O O O O C O O C O O O O O O C O	bæði vegna þess og vegna þess að það mjög háð er vinnuveitendum sínum að það óttast oft að tjá sig um laun og og starfskjör halldór segir	O O O O O O O O O O F O O O O C O O C O O O O O O O F
1327	Þegar um verkfall er að ræða falla réttindi um skaðabætur niður í sumum tilfellum , alltaf þegar um verkfall þriðja aðila er að ræða , þ.e. ekki starfsmanna flugrekanda .	þegar um verkfall er að ræða falla réttindi um skaðabætur niður í sumum tilfellum alltaf þegar um verkfall þriðja aðila er að ræða þ.e. ekki starfsmanna flugrekanda	O O O C O C C O O O O O O O O O O O O O C O O O O O C	þegar um verkfall er ræða að réttindi um skaðabætur niður í sumum tilfellum alltaf falla þegar um verkfall þriðja aðila er þ.e. ekki starfsmanna flugrekanda að ræða	O O O C F O O O O O O O O O F O O O O O C O O O O O C
1328	Unnið er að leiðréttingu en gert ráð fyrir að það geti tekið út daginn að koma stöðu hjá báðum bönkum í rétt horf , segir í tilkynningu frá RB .	unnið er að leiðréttingu en gert ráð fyrir að það geti tekið út daginn að koma stöðu hjá báðum bönkum í rétt horf segir í tilkynningu frá rb	C C O O O C O O O O C C O O O C O O O O O O O C O O O O	unnið að leiðréttingu er en gert ráð tekið fyrir að það geti út daginn að koma stöðu hjá báðum bönkum í rétt horf segir í tilkynningu frá rb	C O O F O C O F O O O F O O O C O O O O O O O C O O O O
1329	Innflutningur Ekvador frá EFTA-ríkjunum hafi á sama tíma numið um 120 milljónum dala en meðal helstu innflutningsvaranna séu lyf , áburður , úr , lækningatæki og ýmiss konar efni .	innflutningur ekvador frá efta-ríkjunum hafi á sama tíma numið um 120 milljónum dala en meðal helstu innflutningsvaranna séu lyf áburður úr lækningatæki og ýmiss konar efni	O O O O C O O O C O O O O O O O O C O O O O O O O O	innflutningur ekvador frá efta-ríkjunum hafi á numið sama tíma um 120 milljónum dala en meðal helstu innflutningsvaranna lyf séu áburður úr lækningatæki og ýmiss konar efni	O O O O C O F O O O O O O O O O O O F O O O O O O O
1330	Ég hef þá trú og hef haft allan tímann að meirihluti þjóðarinnar sé líka kominn þangað , segir hún , en bætir við að enginn sé ómissandi .	ég hef þá trú og hef haft allan tímann að meirihluti þjóðarinnar sé líka kominn þangað segir hún en bætir við að enginn sé ómissandi	O C O O O C C O O O O O O C O C C O O C O O O C O	ég hef þá trú og hef haft allan tímann að meirihluti þjóðarinnar líka kominn þangað sé segir hún en við að enginn bætir ómissandi sé	O C O O O C C O O O O O O C O C C O O O O O F O F
1331	Þetta eru línurnar Kröflulína 3 sem liggur frá Fljótsdalsstöð að Kröflu , Hólasandslína 3 sem liggur frá Kröflu að Rangárvöllum og Blöndulína 3 sem liggur frá Rangárvöllum að Blöndustöð .	þetta eru línurnar kröflulína 3 sem liggur frá fljótsdalsstöð að kröflu hólasandslína 3 sem liggur frá kröflu að rangárvöllum og blöndulína 3 sem liggur frá rangárvöllum að blöndustöð	O C O O O O O O O O O C O O O O O C O O O O O C O O O O	þetta línurnar kröflulína eru 3 hólasandslína 3 og blöndulína 3 sem frá liggur fljótsdalsstöð að kröflu sem liggur frá kröflu að rangárvöllum liggur sem frá rangárvöllum að blöndustöð	O O O F O O O O O O O O F O O O O C O O O O F O O O O O
1332	Bilið fyrir heildareign sem nefnt hefur verið er einnig ákaflega þröngt , sérstaklega þegar að ríkið á nú tvo banka af þremur , samtals 100% og 98% — þarna er verið að minnka eignarhlutinn um alls 82% .	bilið fyrir heildareign sem nefnt hefur verið er einnig ákaflega þröngt sérstaklega þegar að ríkið á nú tvo banka af þremur samtals 100% og 98% — þarna er verið að minnka eignarhlutinn um alls 82%	O O O C O O O O O C C C O O O C O O O O O O O O O O O C C O C O O O O	bilið fyrir heildareign einnig ákaflega er þröngt sérstaklega nefnt sem hefur verið þegar að ríkið nú á tvo banka af þremur samtals 100% og 98% — verið þarna er að minnka eignarhlutinn um alls 82%	O O O O O F O O F O C C O O O O F O O O O O O O O O F O F O C O O O O
1333	Við ætlum auðvitað að vinna þann leik og þurfum að reyna að stjórna hraðanum , þeir vilja hlaupa og það er erfitt fyrir okkur að hlaupa ef við hittum ekki neitt og koma okkur í gang .	við ætlum auðvitað að vinna þann leik og þurfum að reyna að stjórna hraðanum þeir vilja hlaupa og það er erfitt fyrir okkur að hlaupa ef við hittum ekki neitt og koma okkur í gang	O C O O O O C O O C O O C O C O C O O C C O O O C O O O C O O C O O O	við er auðvitað og ætlum og það erfitt að vinna þann leik þurfum reyna að að stjórna hraðanum vilja þeir hlaupa fyrir okkur að og hlaupa ef við ekki neitt hittum koma okkur í gang	O F O O F O O O O C O O C F O O C O F O C O O O O F O O O O F C O O O
1334	Það tók líka ansi langan tíma að finna prest sem var tilbúinn að setja á sig mannbrodda , taka sér ísexi í hönd og labba upp jökul til að sinna vígslunni þar , segir Sigríður að endingu .	það tók líka ansi langan tíma að finna prest sem var tilbúinn að setja á sig mannbrodda taka sér ísexi í hönd og labba upp jökul til að sinna vígslunni þar segir sigríður að endingu	O C O O O O O C O O C C O C O O O O C O O O O C O O O O C O O C O O O	það líka ansi langan tíma tók að finna prest var sem tilbúinn að á sig setja mannbrodda og taka sér ísexi í hönd labba upp jökul til sinna að vígslunni þar sigríður segir að endingu	O O O O O F O C O F O C O O O F O O C O O O O C O O O F O O O O F O O
1335	Maður var kannski á leiðinni á Austurland en fer í staðinn á Norðurland , segir Elli sem ferðast mikið með vini sínum Heiðari Loga , en þeir tveir eru einu Íslendingarnir sem einbeita sér að brimbrettaiðkun einvörðungu .	maður var kannski á leiðinni á austurland en fer í staðinn á norðurland segir elli sem ferðast mikið með vini sínum heiðari loga en þeir tveir eru einu íslendingarnir sem einbeita sér að brimbrettaiðkun einvörðungu	O C O O O O O O O O O C O O C O O O O C O O C O O O O O O O C O O O O	maður var kannski á leiðinni á austurland en en þeir tveir eru einu íslendingarnir í staðinn fer á norðurland elli segir sem ferðast mikið með vini sínum heiðari loga sem sér að brimbrettaiðkun einvörðungu einbeita	O C O O O O O O O O O C O O O O F O O O F O C O O O O O O O O O O O F
1336	Í ljósi atburða liðinnar helgar hef ég því ákveðið að segja af mér sem varaþingmaður Pírata , frekar en að láta þessa hegðun kasta rýrð á samstarfsfélaga mína og Alþingi , segir Snæbjörn í færslu sinni .	í ljósi atburða liðinnar helgar hef ég því ákveðið að segja af mér sem varaþingmaður pírata frekar en að láta þessa hegðun kasta rýrð á samstarfsfélaga mína og alþingi segir snæbjörn í færslu sinni	O O O O O C O O C O O O C O O O O O O C O O C O O O O O O C O O O O	í ljósi atburða liðinnar helgar hef ég því ákveðið frekar en að af mér sem varaþingmaður segja pírata að láta þessa hegðun kasta rýrð á samstarfsfélaga mína og alþingi snæbjörn segir í færslu sinni	O O O O O C O O C O O O O O O O F O O C O O C O O O O O O O F O O O
1337	Ég spilaði seinna með umræddum þjálfara og við hlógum að þessu því fimm ára barn getur augljóslega ekki verið níu ára , en hún var hrifin af metnaðinum í mér og leyfði mér að hanga með .	ég spilaði seinna með umræddum þjálfara og við hlógum að þessu því fimm ára barn getur augljóslega ekki verið níu ára en hún var hrifin af metnaðinum í mér og leyfði mér að hanga með	O C O O O O O O O C O O O O O O O C O O O O O O C O O C O O C O O C O	ég seinna með umræddum þjálfara og en hún hrifin af metnaðinum í mér spilaði var og við hlógum að þessu því fimm ára barn getur augljóslega ekki verið níu ára mér leyfði að hanga með	O O O O O O O O O O O O O F F O O C O O O O O O C O O C O O O F O C O
1338	Aðkoma Societe General virðist á endanum hafa ráðið úrslitum um það að einkavæðingarnefnd ákvað að mæla með því við ráðherranefnd um einkavæðingu , á fundi sínum 4. nóvember 2002 , að S-hópurinn fengi að kaupa hlut ríkisins í Búnaðarbankanum .	aðkoma societe general virðist á endanum hafa ráðið úrslitum um það að einkavæðingarnefnd ákvað að mæla með því við ráðherranefnd um einkavæðingu á fundi sínum 4. nóvember 2002 að s-hópurinn fengi að kaupa hlut ríkisins í búnaðarbankanum	O O O C O O O C O O C O O C O C O O O O O O O O O O O O O O C O C O O O O	aðkoma societe general úrslitum um það ráðið á endanum virðist hafa ákvað að einkavæðingarnefnd að með því mæla við ráðherranefnd um einkavæðingu á fundi sínum 4. nóvember 2002 að s-hópurinn fengi að kaupa hlut ríkisins í búnaðarbankanum	O O O O O O F O O F C F O O O O O F O O O O O O O O O O O O C O C O O O O
1339	PETA og David Slater eru sammála um að þetta mál velti upp mikilvægum málum varðandi það að auka lagaleg réttindi fyrir dýr , markmið sem báðir aðilar styðja og munu áfram að vinna að því markmiði .	peta og david slater eru sammála um að þetta mál velti upp mikilvægum málum varðandi það að auka lagaleg réttindi fyrir dýr markmið sem báðir aðilar styðja og munu áfram að vinna að því markmiði	O O O O C O O O O O C O O O O O O O C O O O O O O O C O C O O C O O O	peta og eru david slater sammála um að velti þetta mál upp mikilvægum málum markmið varðandi það að auka lagaleg réttindi fyrir dýr sem báðir aðilar styðja og áfram að að því markmiði munu vinna	O O F O O O O O F O O O O O O O O O C O O O O O O O C O O O O O O F F
1340	Það sem mér fannst þó áhugavert í því sem kom frá Seðlabankanum er að þeir staðfesta það að þeir telji að hagkerfið búi við sterkara jafnvægisgengi en áður vegna jákvæðrar erlendrar eignastöðu og gjaldeyris æðis til landsins .	það sem mér fannst þó áhugavert í því sem kom frá seðlabankanum er að þeir staðfesta það að þeir telji að hagkerfið búi við sterkara jafnvægisgengi en áður vegna jákvæðrar erlendrar eignastöðu og gjaldeyris æðis til landsins	O O O O O O O C O C O C O O O C O O O C O O C O O O O O O O O O O O O O O	það sem mér þó áhugavert í því er að fannst sem frá seðlabankanum kom staðfesta þeir það að þeir telji að hagkerfið við sterkara jafnvægisgengi en áður búi vegna jákvæðrar erlendrar eignastöðu og gjaldeyris æðis til landsins	O O O O O O O C O C O O O F F O O O O C O O O O O O O F O O O O O O O O O
1341	Konurnar hafa búið saman í áratugi og tilheyra efristéttinni í landinu en eru á sama tíma skuldum vafnar , en þær hafa aldrei þurft að vinna fyrir sér og hafa vanist því að hafa þjónustufólk sér til halds og trausts .	konurnar hafa búið saman í áratugi og tilheyra efristéttinni í landinu en eru á sama tíma skuldum vafnar en þær hafa aldrei þurft að vinna fyrir sér og hafa vanist því að hafa þjónustufólk sér til halds og trausts	O C O O O O O C C O O O O C O O O O O O C O C O O C O O C C O O C O O O O O O	konurnar búið saman í áratugi og en hafa efristéttinni í landinu en á eru sama tilheyra tíma skuldum vafnar þær þurft aldrei hafa og að vinna fyrir sér hafa vanist því að þjónustufólk sér til hafa halds og trausts	O C O O O O O C O O O O O C O F O O O O F O F O O C O O C C O O O O O F O O O
1342	Hvað er hægt að biðja frekar um ?	hvað er hægt að biðja frekar um	O C O O C O O	hvað er hægt að biðja frekar um	O C O O C O O
1343	Þeir taka kannski saman kaffibolla í framtíðinni .	þeir taka kannski saman kaffibolla í framtíðinni	O C O O O O O	þeir kannski taka saman kaffibolla í framtíðinni	O O F O O O O
1344	Og nú heldur hann heim á leið .	og nú heldur hann heim á leið	O O C O O O O	og nú hann heldur heim á leið	O O O F O O O
1345	Við frestum ekki fyrir ekki neitt sko .	við frestum ekki fyrir ekki neitt sko	O C O O O O O	við ekki fyrir ekki frestum neitt sko	O O O O F O O
1346	Danirnir eru með tvö stig í milliriðlinum .	danirnir eru með tvö stig í milliriðlinum	O C O O O O O	danirnir með tvö stig í milliriðlinum eru	O O O O O O F
1347	Mennirnir sjást fyrst með múrsteina í hönd .	mennirnir sjást fyrst með múrsteina í hönd	O C O O O O O	mennirnir sjást fyrst með múrsteina í hönd	O C O O O O O
1348	En maður bara verður að gera það .	en maður bara verður að gera það	O O O C O C O	en maður bara verður að gera það	O O O C O C O
1349	Alsælar með að vera komnar í mark .	alsælar með að vera komnar í mark	O O O C C O O	alsælar komnar með að vera í mark	O F O O F O O
1350	Er ársframleiðsla verksmiðjunnar rúmlega 23 þúsund tonn .	er ársframleiðsla verksmiðjunnar rúmlega 23 þúsund tonn	C O O O O O O	ársframleiðsla verksmiðjunnar rúmlega 23 þúsund er tonn	O O O O O F O
1351	Frétt mbl.is : Segir mál Atla Helgasonar sérstakt	frétt mbl.is segir mál atla helgasonar sérstakt	O O C O O O O	frétt mbl.is segir mál atla helgasonar sérstakt	O O C O O O O
1352	Með ítarlegar erfðaupplýsingar og heilsufarsgagnagrunna yfir heila þjóð geta Íslendingar , sem áður , verið í fararbroddi í þekkingarsköpun á þessu sviði .	með ítarlegar erfðaupplýsingar og heilsufarsgagnagrunna yfir heila þjóð geta íslendingar sem áður verið í fararbroddi í þekkingarsköpun á þessu sviði	O O O O O O O O C O O O C O O O O O O O	með ítarlegar erfðaupplýsingar og heilsufarsgagnagrunna yfir heila þjóð íslendingar sem áður í fararbroddi í þekkingarsköpun verið á þessu sviði geta	O O O O O O O O O O O O O O O F O O O F
1353	Ekki náðist í dag að tilkynna um refsingu þriggja til viðbótar , eins og til stóð , áður en þinghaldinu var frestað .	ekki náðist í dag að tilkynna um refsingu þriggja til viðbótar eins og til stóð áður en þinghaldinu var frestað	O C O O O C O O O O O O O O O O O O C C	ekki náðist í dag að tilkynna um refsingu þriggja til viðbótar eins og til stóð áður en þinghaldinu var frestað	O C O O O C O O O O O O O O O O O O C C
1354	Ytri hólkur , sem inniheldur glíseról sem frýs ekki , og innri hólkur en inni í honum er merki sem tengist gervihnetti .	ytri hólkur sem inniheldur glíseról sem frýs ekki og innri hólkur en inni í honum er merki sem tengist gervihnetti	O O O O O O O C O O C O O O O C O O C O	ytri hólkur og innri hólkur en sem inniheldur glíseról sem frýs ekki inni í honum merki er sem gervihnetti tengist	O O O O O O O C O O C O O O O O F O O F
1355	Markið magnaða má sjá hér að ofan en eins og áður hefur verið fjallað um eru þessi ótrúlegu skots Hauks engin tilviljun .	markið magnaða má sjá hér að ofan en eins og áður hefur verið fjallað um eru þessi ótrúlegu skots hauks engin tilviljun	O O C C O O O O C O O O O O O O O O C C C O	markið magnaða eru má hér að ofan sjá en þessi ótrúlegu skots hauks engin tilviljun eins og áður hefur verið fjallað um	O O F F O O O F O O O O O O O O O O C C C O
