idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
887	Spurður út í það hvort kosningaúrslitin hafi orðið til þess að hann hafi fengið miða á völlinn brosir hann og segir að blessunarlega hafi vinur góður vinur hans verið búinn að útvega sér miða .	spurður út í það hvort kosningaúrslitin hafi orðið til þess að hann hafi fengið miða á völlinn brosir hann og segir að blessunarlega hafi vinur góður vinur hans verið búinn að útvega sér miða	spurður út í það hvort kosningaúrslitin hafi orðið til þess að hann hafi fengið miða á völlinn brosir hann og segir að blessunarlega vinur hafi góður vinur verið hans búinn að útvega sér miða	O O O O O O C C O O O O F F O O O C O O C O O O F O O F O C O C O O	spurður út í það hvort kosningaúrslitin hafi til segir þess að hann hafi hafi miða á völlinn hann og að blessunarlega vinur góður fengið vinur hans verið búinn að útvega brosir orðið sér miða	O O O O O O C O F O O O F C O O O O O O O O O F O O C C O C F F O O
888	Stjórn Klakka , eignarhaldsfélags sem heldur utan um 100 prósenta hlut í eignaleigufyrirtækinu Lykli , hefur boðað til hluthafafundar næsta þriðjudag þar sem lagt verður til að kaupaukagreiðslur til stjórnenda og stjórnar verði dregnar til baka .	stjórn klakka eignarhaldsfélags sem heldur utan um 100 prósenta hlut í eignaleigufyrirtækinu lykli hefur boðað til hluthafafundar næsta þriðjudag þar sem lagt verður til að kaupaukagreiðslur til stjórnenda og stjórnar verði dregnar til baka	stjórn klakka eignarhaldsfélags sem utan heldur um 100 prósenta hlut í eignaleigufyrirtækinu hefur lykli boðað til hluthafafundar næsta þriðjudag þar sem lagt til verður að kaupaukagreiðslur til stjórnenda og verði stjórnar dregnar til baka	O O O O O F O O O O O O F O C O O O O O O C O F O O O O O F O C O O	stjórn klakka eignarhaldsfélags sem heldur utan um 100 prósenta hlut í eignaleigufyrirtækinu lykli boðað lagt til hluthafafundar næsta verður þriðjudag þar sem til að kaupaukagreiðslur til stjórnenda hefur og stjórnar verði dregnar til baka	O O O O C O O O O O O O O C F O O O F O O O O O O O O F O O C C O O
889	Síðast dreymdi mig þrjár kindur .	síðast dreymdi mig þrjár kindur	síðast dreymdi mig þrjár kindur	O C O O O	síðast mig þrjár dreymdi kindur	O O O F O
890	Æsispennandi kapprúll glerkúla flýgur um netið	æsispennandi kapprúll glerkúla flýgur um netið	æsispennandi kapprúll glerkúla um flýgur netið	O O O O F O	æsispennandi flýgur kapprúll glerkúla um netið	O F O O O O
891	Var þá stjórnarandstöðuflokkurinn í Panamaskjölunum ?	var þá stjórnarandstöðuflokkurinn í panamaskjölunum	var þá stjórnarandstöðuflokkurinn í panamaskjölunum	C O O O O	þá var stjórnarandstöðuflokkurinn í panamaskjölunum	O F O O O
892	Um 300 fulltrúar sátu þingið .	um 300 fulltrúar sátu þingið	um 300 sátu fulltrúar þingið	O O F O O	um 300 fulltrúar þingið sátu	O O O O F
893	Í hvorugum þeirra fundust sprengiefni .	í hvorugum þeirra fundust sprengiefni	í hvorugum þeirra fundust sprengiefni	O O O C O	í hvorugum þeirra fundust sprengiefni	O O O C O
894	En það er önnur saga .	en það er önnur saga	en það önnur er saga	O O O F O	en það er önnur saga	O O C O O
895	Því miður er hættan umtalsverð .	því miður er hættan umtalsverð	því er miður hættan umtalsverð	O F O O O	því miður hættan umtalsverð er	O O O O F
896	Greinin birtist fyrst í Fréttablaðinu .	greinin birtist fyrst í fréttablaðinu	greinin birtist fyrst í fréttablaðinu	O C O O O	greinin fyrst í fréttablaðinu birtist	O O O O F
897	Ég get klárlega sagt að minn uppáhaldsmatur er spænskur en það er svo margt sem kemur til greina , pollo al ajillo og fritada de pollo eru held ég mínir uppáhalds spænsku réttir en þá má finna á blogginu mínu .	ég get klárlega sagt að minn uppáhaldsmatur er spænskur en það er svo margt sem kemur til greina pollo al ajillo og fritada de pollo eru held ég mínir uppáhalds spænsku réttir en þá má finna á blogginu mínu	ég get klárlega að sagt minn er uppáhaldsmatur spænskur en það er svo margt sem kemur til greina pollo al ajillo og fritada de pollo eru held ég mínir uppáhalds spænsku réttir en þá má finna á blogginu mínu	O C O O F O F O O O O C O O O C O O O O O O O O O F F O O O O O O O C C O O O	ég klárlega að minn held uppáhaldsmatur spænskur en sagt það er svo margt sem kemur til greina er pollo al ajillo og fritada de pollo eru ég mínir uppáhalds spænsku réttir en þá má finna á get blogginu mínu	O O O O F O O O F O C O O O C O O F O O O O O O O C O O O O O O O C C O F O O
898	Þá er þess getið að miðað við áætlaðan 30% niðurskurð í fjárfestingum muni útgjöld til samgangna halda áfram að vera í sögulegu lágmarki sem hlutfall af vergri landsframleiðslu , eða um 0,5% , sem sé afar lágt og mun lægra en í nágrannalöndunum .	þá er þess getið að miðað við áætlaðan 30% niðurskurð í fjárfestingum muni útgjöld til samgangna halda áfram að vera í sögulegu lágmarki sem hlutfall af vergri landsframleiðslu eða um 0,5% sem sé afar lágt og mun lægra en í nágrannalöndunum	þá getið er þess að miðað við áætlaðan 30% niðurskurð í fjárfestingum muni útgjöld til samgangna áfram halda vera að í sögulegu lágmarki sem hlutfall af vergri landsframleiðslu eða um 0,5% sem sé afar lágt og mun lægra en í nágrannalöndunum	O F F O O C O O O O O O C O O O O F F O O O O O O O O O O O O O C O O O C O O O O	þá er þess að við áætlaðan 30% niðurskurð í fjárfestingum muni útgjöld til samgangna halda áfram að sé í sögulegu lágmarki sem hlutfall af vergri landsframleiðslu eða um 0,5% sem afar lágt og mun lægra getið en miðað vera í nágrannalöndunum	O C O O O O O O O O C O O O C O O F O O O O O O O O O O O O O O O C O F O F F O O
899	Formaður Vinstri grænna hafði sagt hina flokkanna fjóra ekki tilbúna að útskýra hvernig fjármagna ætti aukin framlög í heilbrigðis- og menntamálin og ekki væri hægt að neita því , að menn hefðu ekki komið sér saman um það hvernig átti að fjármagna þessa þætti .	formaður vinstri grænna hafði sagt hina flokkanna fjóra ekki tilbúna að útskýra hvernig fjármagna ætti aukin framlög í heilbrigðis- og menntamálin og ekki væri hægt að neita því að menn hefðu ekki komið sér saman um það hvernig átti að fjármagna þessa þætti	formaður vinstri grænna hafði sagt hina flokkanna fjóra ekki tilbúna að útskýra hvernig fjármagna aukin ætti framlög í heilbrigðis- og menntamálin og væri ekki hægt að neita því að menn hefðu ekki sér komið saman um það átti hvernig að fjármagna þessa þætti	O O O F F O O O O O O C O C O F O O O O O O F O O O C O O O C O O F O O O F O O C O O	formaður vinstri grænna hafði hina flokkanna sagt fjóra ekki tilbúna að útskýra hvernig ætti aukin framlög í heilbrigðis- neita og menntamálin og fjármagna ekki komið væri hægt að því að menn hefðu ekki sér saman um það hvernig átti að þessa þætti fjármagna	O O O C O O F O O O O C O C O O O O F O O O F O F C O O O O O C O O O O O O C O O O F
900	Að sjálfsögðu eru þeir læknar sem sinna vöktum á spítalanum að gera það af fullum heilindum og sinna sínum sjúklingum hvort sem þeir eru í fullu eða hlutastarfi á spítalanum , segir Reynir í umfjöllun um mál þetta í Morgunblaðinu í dag .	að sjálfsögðu eru þeir læknar sem sinna vöktum á spítalanum að gera það af fullum heilindum og sinna sínum sjúklingum hvort sem þeir eru í fullu eða hlutastarfi á spítalanum segir reynir í umfjöllun um mál þetta í morgunblaðinu í dag	að sjálfsögðu eru þeir læknar sem vöktum sinna á spítalanum gera að það af fullum heilindum og sinna sínum sjúklingum hvort sem þeir eru í fullu eða hlutastarfi á spítalanum reynir segir í umfjöllun um mál þetta í morgunblaðinu í dag	O O C O O O O F O O F O O O O O O C O O O O O C O O O O O O O F O O O O O O O O O	að sjálfsögðu þeir læknar segir sem sinna vöktum á spítalanum að gera það af fullum heilindum og sínum sjúklingum hvort eru sem þeir eru í fullu eða hlutastarfi á spítalanum reynir í umfjöllun um mál sinna þetta í morgunblaðinu í dag	O O O O F O C O O O O C O O O O O O O O F O O C O O O O O O O O O O O F O O O O O
901	Mér er hins vegar ánægja að skýra frá því að á málstofu sem Þekkingarmiðstöð í öldrunarmálum gekkst fyrir á Fundi fólksins í september s.l. kom fram skýr vilji þátttakenda í pallborði til að öldrunarmál ættu að flytjast yfir til sveitarfélaga og verða nærþjónusta .	mér er hins vegar ánægja að skýra frá því að á málstofu sem þekkingarmiðstöð í öldrunarmálum gekkst fyrir á fundi fólksins í september s.l. kom fram skýr vilji þátttakenda í pallborði til að öldrunarmál ættu að flytjast yfir til sveitarfélaga og verða nærþjónusta	er mér hins vegar ánægja að skýra frá því að á málstofu sem þekkingarmiðstöð í öldrunarmálum gekkst fyrir á fundi fólksins í september s.l. fram kom skýr vilji þátttakenda í pallborði til að ættu öldrunarmál að flytjast yfir til sveitarfélaga og verða nærþjónusta	F O O O O O C O O O O O O O O O C O O O O O O O O F O O O O O O O F O O C O O O O C O	mér er hins vegar ánægja ættu að skýra frá því að á málstofu sem gekkst þekkingarmiðstöð í öldrunarmálum fyrir flytjast á fundi fólksins í september s.l. kom fram skýr vilji þátttakenda í pallborði til að öldrunarmál að yfir til sveitarfélaga og verða nærþjónusta	O C O O O F O C O O O O O O F O O O O F O O O O O O C O O O O O O O O O O O O O O C O
902	Liðið safnar nú fyrir ferð til Noregs í maí og hefur því verið efnt til fjáröflunarleiks á morgun þar sem liðið mætir úrvalsliði sem samanstendur af þjóðþekktum einstaklingum en lið FC Kreisí skipa meðal annars núverandi og fyrrverandi landsliðsmenn og konur , skemmtikraftar og stjórnmálafólk .	liðið safnar nú fyrir ferð til noregs í maí og hefur því verið efnt til fjáröflunarleiks á morgun þar sem liðið mætir úrvalsliði sem samanstendur af þjóðþekktum einstaklingum en lið fc kreisí skipa meðal annars núverandi og fyrrverandi landsliðsmenn og konur skemmtikraftar og stjórnmálafólk	liðið nú safnar fyrir ferð til noregs í maí hefur og því verið efnt til fjáröflunarleiks á morgun þar sem liðið úrvalsliði mætir samanstendur sem af þjóðþekktum einstaklingum en lið fc kreisí skipa meðal annars núverandi og fyrrverandi landsliðsmenn og konur skemmtikraftar og stjórnmálafólk	O O F O O O O O O F O O C C O O O O O O O O F F O O O O O O O O C O O O O O O O O O O O	liðið safnar nú fyrir ferð til noregs í maí og hefur því til verið fjáröflunarleiks á morgun þar sem liðið mætir úrvalsliði sem skipa efnt samanstendur af þjóðþekktum einstaklingum en lið fc kreisí meðal annars núverandi og fyrrverandi landsliðsmenn og konur skemmtikraftar og stjórnmálafólk	O C O O O O O O O O C O O F O O O O O O C O O F F C O O O O O O O O O O O O O O O O O O
903	Árið 1968 rættist draumur margra um að eignast plötu með lögum eftir Oddgeir Kristjánsson þegar út kom stór plata með 14 lögum eftir tónskáldið með textum eftir vini hans Ása í Bæ , Árna úr Eyjum og Loft Guðmundsson sem gerði texta við þrjú lög .	árið 1968 rættist draumur margra um að eignast plötu með lögum eftir oddgeir kristjánsson þegar út kom stór plata með 14 lögum eftir tónskáldið með textum eftir vini hans ása í bæ árna úr eyjum og loft guðmundsson sem gerði texta við þrjú lög	árið 1968 rættist draumur margra um að plötu eignast með lögum eftir oddgeir kristjánsson þegar kom út stór plata með 14 lögum eftir tónskáldið með textum eftir vini hans ása í bæ árna úr eyjum og loft guðmundsson sem gerði texta við þrjú lög	O O C O O O O O F O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O C O O O O	árið 1968 kom draumur margra um að eignast plötu með lögum eftir rættist oddgeir kristjánsson þegar út stór plata með 14 lögum eftir tónskáldið með textum eftir vini hans ása í bæ árna úr eyjum og loft guðmundsson sem gerði texta við þrjú lög	O O F O O O O C O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O
904	Hætt er við því að BMW verði að verðleggja BMW3 með rafmagnsdrifrás á svipuðu róli og Tesla Model 3 bíllinn svo hann eigi einhvern séns í samkeppninni , en Tesla Model S bíllinn á að kosta um 35.000 dollara í sinni ódýrustu útfærslu .	hætt er við því að bmw verði að verðleggja bmw3 með rafmagnsdrifrás á svipuðu róli og tesla model 3 bíllinn svo hann eigi einhvern séns í samkeppninni en tesla model s bíllinn á að kosta um 35.000 dollara í sinni ódýrustu útfærslu	hætt við er því að verði bmw að verðleggja bmw3 með rafmagnsdrifrás á svipuðu róli og tesla model 3 bíllinn svo hann eigi einhvern séns í samkeppninni en tesla model s bíllinn kosta á að um 35.000 dollara í sinni ódýrustu útfærslu	C O F O O F O O C O O O O O O O O O O O O O C O O O O O O O O O F F O O O O O O O O	er við því að eigi bmw að á verðleggja bmw3 með rafmagnsdrifrás hætt á svipuðu róli og tesla model 3 bíllinn svo hann einhvern séns í samkeppninni en tesla model s bíllinn að kosta um 35.000 dollara verði í sinni ódýrustu útfærslu	C O O O F O O F C O O O F O O O O O O O O O O O O O O O O O O O O C O O O F O O O O
905	Þetta nær yfir víðtækara svið og hefur verið þróað fyrir stelpur í bandaríska hernum sem eru sendar sem njósnarar á hættuleg svæði í Mexíkó , Afganistan , Írak og víðar , þar sem þær geta þurft að bjarga sér úr lífshættulegum aðstæðum .	þetta nær yfir víðtækara svið og hefur verið þróað fyrir stelpur í bandaríska hernum sem eru sendar sem njósnarar á hættuleg svæði í mexíkó afganistan írak og víðar þar sem þær geta þurft að bjarga sér úr lífshættulegum aðstæðum	þetta nær yfir víðtækara svið og hefur verið þróað fyrir stelpur í bandaríska hernum sem eru sendar sem njósnarar á hættuleg svæði í mexíkó afganistan írak og víðar þar sem þær geta þurft að bjarga sér úr lífshættulegum aðstæðum	O C O O O O C F F O O O O O O C C O O O O O O O O O O O O O O F F O C O O O O	þetta yfir víðtækara svið og þróað fyrir stelpur í nær bandaríska hernum sem eru geta sendar sem þurft njósnarar á hættuleg svæði hefur í mexíkó afganistan írak og víðar þar sem þær að verið bjarga sér úr lífshættulegum aðstæðum	O O O O O C O O O F O O O C F C O F O O O O F O O O O O O O O O O F C O O O O
906	Unnið var í sameiningu að lausn málsins á leikskólanum , svo sem með því að láta barnið sem beit biðja bitna barnið afsökunar , útskýra fyrir gerandanum að athæfið sé rangt og vont og fylgja því vel eftir að þetta gerðist ekki aftur .	unnið var í sameiningu að lausn málsins á leikskólanum svo sem með því að láta barnið sem beit biðja bitna barnið afsökunar útskýra fyrir gerandanum að athæfið sé rangt og vont og fylgja því vel eftir að þetta gerðist ekki aftur	unnið í var sameiningu að lausn málsins á leikskólanum svo sem með því láta að barnið sem beit biðja bitna barnið afsökunar fyrir útskýra gerandanum að sé athæfið rangt og vont og fylgja því vel eftir að þetta gerðist ekki aftur	C O F O O O O O O O O O O F O O O C C O O O O F O O F O O O O O C O O O O O C O O	var gerðist í sameiningu að lausn málsins á leikskólanum svo sem unnið með fylgja því að barnið sem útskýra beit láta biðja bitna barnið afsökunar fyrir gerandanum að athæfið sé rangt og vont og því vel eftir að þetta ekki aftur	C F O O O O O O O O O F O F O O O O F C F C O O O O O O O C O O O O O O O O O O O
