idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
469	Samkvæmt fyrstu fréttum hefur ítalska strandgæslan , með aðstoð frá Rauða krossinum , fundið sjö lík og einn lést fljótlega eftir að hann náðist um borð í björgunarbát .	samkvæmt fyrstu fréttum hefur ítalska strandgæslan með aðstoð frá rauða krossinum fundið sjö lík og einn lést fljótlega eftir að hann náðist um borð í björgunarbát	O O O C O O O O O O O C O O O O C O O O O C O O O O	samkvæmt fyrstu fréttum hefur ítalska strandgæslan með aðstoð frá rauða krossinum fundið sjö lík og einn lést fljótlega náðist eftir að hann um borð í björgunarbát	O O O C O O O O O O O C O O O O C O F O O O O O O O
470	Í grunninn þá er þetta verkefni hugsað sem tæki til framtíðar þar sem við getum verið að fylgjast með auðlindunum og stýrt okkar nýtingu miðað við ástand þeirra .	í grunninn þá er þetta verkefni hugsað sem tæki til framtíðar þar sem við getum verið að fylgjast með auðlindunum og stýrt okkar nýtingu miðað við ástand þeirra	O O O C O O C O O O O O O O C C O O C O O C O O O O O C	í grunninn þá þetta verkefni er sem tæki hugsað til framtíðar þar sem við getum verið að fylgjast með auðlindunum og stýrt okkar nýtingu miðað við ástand þeirra	O O O O O F O O F O O O O O C C O C O O O C O O C O O O
471	Á þeim tíma hafa aðilar átt tæplega 80 fundi um sértæk mál , sem og hátt í 30 fundi viðræðunefnda SGS og SA , um forsendur og innihald nýs kjarasamnings .	á þeim tíma hafa aðilar átt tæplega 80 fundi um sértæk mál sem og hátt í 30 fundi viðræðunefnda sgs og sa um forsendur og innihald nýs kjarasamnings	O O O C O C O O O O O O O O O O O O O O O O O O O O O O	á þeim tíma aðilar átt tæplega 80 fundi um sértæk mál sem og hátt í 30 fundi hafa viðræðunefnda sgs og sa um forsendur og innihald nýs kjarasamnings	O O O O F O O O O O O O O O O O O F O O O O O O O O O O
472	Þann 13. júlí hafði 233 löxum verið landað í Haukadalsá og stóð því veiðin í hádeginu í tæpum 350 fiskum , en á sama tíma í fyrra voru þeir innan við hundrað .	þann 13. júlí hafði 233 löxum verið landað í haukadalsá og stóð því veiðin í hádeginu í tæpum 350 fiskum en á sama tíma í fyrra voru þeir innan við hundrað	O O O C O O C C O O O O C O O O O O O O O O O O O O C O O O O	þann landað 13. júlí 233 löxum verið hafði í haukadalsá og því veiðin stóð í hádeginu í tæpum 350 fiskum en á sama tíma voru í fyrra þeir innan við hundrað	O F O O O O C F O O O O O F O O O O O O O O O O F O O O O O O
473	Þá verði auknu fé varið til rannsókna og gagnaöflunar í ferðaþjónustu og stuðningur við Markaðsstofur landshlutanna aukinn verulega , enda sinna þær mikilvægu starfi hver í sínum landshluta .	þá verði auknu fé varið til rannsókna og gagnaöflunar í ferðaþjónustu og stuðningur við markaðsstofur landshlutanna aukinn verulega enda sinna þær mikilvægu starfi hver í sínum landshluta	O O O C O O O O O O O O O O O C C O O C O O O O O O O	þá verði auknu fé varið til rannsókna og gagnaöflunar í ferðaþjónustu og stuðningur við markaðsstofur landshlutanna aukinn verulega enda sinna þær mikilvægu starfi hver í sínum landshluta	O C O O C O O O O O O O O O O O C O O C O O O O O O O
474	Hann er góður leikmaður , á því er enginn vafi , en ég held að enska knattspyrnusambandið verði að taka á þessum ummælum , sagði Benitez .	hann er góður leikmaður á því er enginn vafi en ég held að enska knattspyrnusambandið verði að taka á þessum ummælum sagði benitez	O C O O O O O C O O O C O O O C O C O O O C O	hann er góður leikmaður á því er enginn vafi en held ég að enska knattspyrnusambandið verði að taka á þessum ummælum sagði benitez	O C O O O O C O O O F O O O O C O C O O O C O
475	Háafell er eina eldisfyrirtækið sem er alíslenskt og í eigu heimamanna sem vinnur að uppbyggingu laxeldis í sjókvíum við Ísland , segir í frétt á vef HG .	háafell er eina eldisfyrirtækið sem er alíslenskt og í eigu heimamanna sem vinnur að uppbyggingu laxeldis í sjókvíum við ísland segir í frétt á vef hg	O C O O O C O O O O O O C O O O O O O O C O O O O O	háafell eina er eldisfyrirtækið sem er alíslenskt og í eigu heimamanna sem að uppbyggingu laxeldis vinnur í sjókvíum við ísland segir í frétt á vef hg	O O F O O C O O O O O O O O O F O O O O C O O O O O
476	En framleiðslan skráð hjá skúffufyrirtækjum í öðrum Evrópulöndum — fyrirtækjum sem ekki eru með neinn raunverulegan rekstur og vonlaust er að elta uppi til að innheimta vangoldna skatta og gjöld .	en framleiðslan skráð hjá skúffufyrirtækjum í öðrum evrópulöndum — fyrirtækjum sem ekki eru með neinn raunverulegan rekstur og vonlaust er að elta uppi til að innheimta vangoldna skatta og gjöld	O O C O O O O O O O O O C O O O O O O C O C O O O C O O O O	en framleiðslan skráð hjá skúffufyrirtækjum í öðrum evrópulöndum — fyrirtækjum sem ekki með neinn raunverulegan rekstur og eru er vonlaust að uppi elta til að vangoldna skatta og gjöld innheimta	O O C O O O O O O O O O O O O O O F F O O O F O O O O O O F
477	Er þar meðal annars átt við við lýsingu á mönnum og bifreiðum en gott er að skrifa slíkt hjá sér ef fólk tekur eftir einhverju óvenjulegu í sínu nánasta umhverfi .	er þar meðal annars átt við við lýsingu á mönnum og bifreiðum en gott er að skrifa slíkt hjá sér ef fólk tekur eftir einhverju óvenjulegu í sínu nánasta umhverfi	C O O O O O O O O O O O O O C O C O O O O O C O O O O O O O	er þar meðal annars átt við við lýsingu á mönnum og bifreiðum en gott er að slíkt hjá sér skrifa ef fólk tekur eftir einhverju óvenjulegu í sínu nánasta umhverfi	C O O O O O O O O O O O O O C O O O O F O O C O O O O O O O
478	Þess er getið í skýrslu ICCT að eldsneytisnýtingin hjá Icelandair ætti að lækka á næstu árum með tilkomu nýrra Boeing MAX þota sem félagið er nú að taka í notkun .	þess er getið í skýrslu icct að eldsneytisnýtingin hjá icelandair ætti að lækka á næstu árum með tilkomu nýrra boeing max þota sem félagið er nú að taka í notkun	O C C O O O O O O O C O C O O O O O O O O O O O C O O C O O	þess getið er í skýrslu icct að eldsneytisnýtingin hjá icelandair ætti að á næstu árum með tilkomu nýrra boeing max lækka þota sem félagið er nú að taka í notkun	O F F O O O O O O O C O O O O O O O O O F O O O C O O C O O
479	Einnig voru þeir Nosiviwe Maphisa-Nqakula , varnarmálaráðherra Suður-Afríku , og Bongani Bongo , ráðherra öryggismála hjá utanríkisráðuneyti Suður-Afríku , sendir til Harare til að taka þátt í viðræðum .	einnig voru þeir nosiviwe maphisa-nqakula varnarmálaráðherra suður-afríku og bongani bongo ráðherra öryggismála hjá utanríkisráðuneyti suður-afríku sendir til harare til að taka þátt í viðræðum	O C O O O O O O O O O O O O O C O O O O C O O O	einnig voru þeir nosiviwe maphisa-nqakula varnarmálaráðherra suður-afríku og bongani bongo ráðherra öryggismála hjá utanríkisráðuneyti suður-afríku sendir til harare til að þátt taka í viðræðum	O C O O O O O O O O O O O O O C O O O O O F O O
480	Nígería er stórkostlegt land með alveg ótrúlega mörg tækifæri , segir Guðni Albert Einarsson , forstjóri Klofnings , sem undanfarin ár hefur átt í miklum viðskiptum í Nígeríu .	nígería er stórkostlegt land með alveg ótrúlega mörg tækifæri segir guðni albert einarsson forstjóri klofnings sem undanfarin ár hefur átt í miklum viðskiptum í nígeríu	O C O O O O O O O C O O O O O O O O C C O O O O O	nígería er stórkostlegt land segir með alveg ótrúlega mörg tækifæri guðni albert einarsson forstjóri klofnings sem undanfarin ár í miklum viðskiptum hefur í nígeríu átt	O C O O F O O O O O O O O O O O O O O O O F O O F
481	Liðsmenn Ríkis íslams náðu yfirráðum yfir borginni í maí og ef sigur Írakshers reynist réttur yrði það mikið áfall fyrir hryðjuverkasamtökin en barist hefur verið um borgina í margar vikur .	liðsmenn ríkis íslams náðu yfirráðum yfir borginni í maí og ef sigur írakshers reynist réttur yrði það mikið áfall fyrir hryðjuverkasamtökin en barist hefur verið um borgina í margar vikur	O O O C O O O O O O O O O O O O O O O C O C C C C O O O O O	liðsmenn ríkis náðu íslams yfirráðum yfir borginni í maí og reynist ef sigur írakshers réttur yrði það mikið áfall fyrir hryðjuverkasamtökin en barist hefur um borgina verið í margar vikur	O O F O O O O O O O F O O O O C O O O O O O C C O O F O O O
482	Stuðningurinn byggist á fyrirsjáanlegum en jafnframt sveigjanlegum framlögum svo að bregðast megi skjótt við og beina stuðningi þangað sem þörfin er talin mest og framlögin koma helst að gagni .	stuðningurinn byggist á fyrirsjáanlegum en jafnframt sveigjanlegum framlögum svo að bregðast megi skjótt við og beina stuðningi þangað sem þörfin er talin mest og framlögin koma helst að gagni	O C O O O O O O O O C O O O O C C O O O O C C O O C O O O	stuðningurinn á fyrirsjáanlegum en jafnframt sveigjanlegum framlögum byggist bregðast svo að megi skjótt við og beina stuðningi þangað sem þörfin talin mest er og framlögin koma helst að gagni	O O O O O O O F F O O C O O O C O O O O F O F O O C O O O
483	Gamli rokkhundurinn Steven Tyler hefur gefið frá sér yfirlýsingu eftir að hljómsveit hans , Aerosmith , þurfti að hætta fyrr á tónleikaferðalagi vegna aðgerðar sem hann þurfti að gangast undir .	gamli rokkhundurinn steven tyler hefur gefið frá sér yfirlýsingu eftir að hljómsveit hans aerosmith þurfti að hætta fyrr á tónleikaferðalagi vegna aðgerðar sem hann þurfti að gangast undir	O O O O C C O O O O O O O O C O C O O O O O O O C O C O	gamli rokkhundurinn steven tyler hefur gefið frá sér yfirlýsingu eftir að hljómsveit hans aerosmith þurfti að hætta fyrr á tónleikaferðalagi vegna aðgerðar þurfti sem hann að gangast undir	O O O O C C O O O O O O O O C O C O O O O O F O O O C O
484	Um er að ræða ákveðið forskot á sæluna því að Karítas spilar á Prikinu á morgun og ekki ólíklegt að eitthvað af þessum lögum fái að hljóma þar á bæ .	um er að ræða ákveðið forskot á sæluna því að karítas spilar á prikinu á morgun og ekki ólíklegt að eitthvað af þessum lögum fái að hljóma þar á bæ	O C O O O O C O O O O O O O C O O O O O O O O O C O O O O C	um og að ákveðið forskot ræða á sæluna því að karítas á prikinu spilar á morgun er ekki ólíklegt að eitthvað af þessum lögum þar hljóma að á bæ fái	O O O O O F O O O O O O O F O O F O O O O O O O O F O O O F
485	En , ekki er boðið uppá ræðuhöld um málið á þessu stigi , þannig að hver og einn þingmaður hefur takmarkaðan tíma til að gera ítarlega grein fyrir afstöðu sinni .	en ekki er boðið uppá ræðuhöld um málið á þessu stigi þannig að hver og einn þingmaður hefur takmarkaðan tíma til að gera ítarlega grein fyrir afstöðu sinni	O O C C O O O O O O O O O O O O O C O O O O C O O O O O	en ekki er boðið uppá ræðuhöld um málið á þessu stigi þannig að hver og einn þingmaður takmarkaðan tíma hefur til að gera ítarlega grein fyrir afstöðu sinni	O O C C O O O O O O O O O O O O O O O F O O C O O O O O
486	Tóta og Andrea , Þórunn Pálína Jónsdóttir og Andrea Gylfadóttir , hafa sent frá sér myndband með ábreiðu lagsins Glory Box eftir Portishead , frá tíunda áratuginum .	tóta og andrea þórunn pálína jónsdóttir og andrea gylfadóttir hafa sent frá sér myndband með ábreiðu lagsins glory box eftir portishead frá tíunda áratuginum	O O O O O O O O O C C O O O O O O O O O O O O O	tóta og andrea þórunn sent hafa pálína jónsdóttir og andrea gylfadóttir frá sér myndband með ábreiðu lagsins glory box eftir portishead frá tíunda áratuginum	O O O O F F O O O O O O O O O O O O O O O O O O
487	Eins og fram hefur komið er það forseti Íslands sem kvittar , svo til blindandi , upp á uppreist æru að beiðni dómsmálaráðuneytisins .	eins og fram hefur komið er það forseti íslands sem kvittar svo til blindandi upp á uppreist æru að beiðni dómsmálaráðuneytisins	O O O C C C O O O O C O O O O O O O O O O	eins hefur komið og fram er það forseti íslands kvittar sem svo til blindandi upp á uppreist æru að beiðni dómsmálaráðuneytisins	O F F O O C O O O F O O O O O O O O O O O
488	Pírötum fjölgaði all nokkuð í byrjun árs 2013 en yfir 100 nýskráningar voru í flokkinn í febrúar , mars og apríl það ár .	pírötum fjölgaði all nokkuð í byrjun árs 2013 en yfir 100 nýskráningar voru í flokkinn í febrúar mars og apríl það ár	O C O O O O O O O O O O C O O O O O O O O O	pírötum fjölgaði all nokkuð í byrjun árs 2013 en yfir 100 nýskráningar í flokkinn í febrúar mars voru og apríl það ár	O C O O O O O O O O O O O O O O O F O O O O
489	Íslenskir körfuboltaáhugamenn vita því alveg hvað strákurinn getur en það er gaman að sjá hann finna fjölina sína strax með Drexel-liðinu .	íslenskir körfuboltaáhugamenn vita því alveg hvað strákurinn getur en það er gaman að sjá hann finna fjölina sína strax með drexel-liðinu	O O C O O O O C O O O C O C O C O O O O O	íslenskir körfuboltaáhugamenn því alveg en hvað strákurinn getur er það vita gaman sjá að hann finna fjölina sína strax með drexel-liðinu	O O O O O O O C F O F O F O O C O O O O O
490	Myndarlega leikaraparið Ryan Gosling og Eva Mendes eiga von á sínu öðru barni , en fyrir eiga þau dótturina Esmeröldu sem er tæplega tveggja ára .	myndarlega leikaraparið ryan gosling og eva mendes eiga von á sínu öðru barni en fyrir eiga þau dótturina esmeröldu sem er tæplega tveggja ára	O O O O O O O C O O O O O O O C O O O O C O O O	myndarlega leikaraparið ryan eiga gosling og eva mendes von á sínu öðru barni en fyrir eiga þau dótturina esmeröldu er sem tæplega tveggja ára	O O O F O O O O O O O O O O O C O O O F O O O O
491	Þórdís Lóa Þórhallsdóttir , oddviti Viðreisnar , sagðist vona að niðurstaða næðist fljótlega en vildi ekki fara lofa neinum tíma frekar en öðrum .	þórdís lóa þórhallsdóttir oddviti viðreisnar sagðist vona að niðurstaða næðist fljótlega en vildi ekki fara lofa neinum tíma frekar en öðrum	O O O O O C O C O O C O C O C C O O O O O	þórdís lóa þórhallsdóttir oddviti viðreisnar sagðist vona að niðurstaða næðist fljótlega en vildi ekki fara lofa neinum tíma frekar en öðrum	O O O O O C C O O C O O C O C C O O O O O
492	Flestir umsækjendur komu frá Albaníu ( 155 ) , Makedóníu ( 110 ) , Írak ( 50 ) og Sýrlandi ( 27 ) .	flestir umsækjendur komu frá albaníu 155 makedóníu 110 írak 50 og sýrlandi 27	O O C O O O O O O O O O O	flestir umsækjendur frá albaníu 155 makedóníu 110 írak 50 og sýrlandi 27 komu	O O O O O O O O O O O O F
493	Það sýnir hversu mikilvægt málið er gyðingum , sagði danski rabbíninn Jair Melchior , á ráðstefnu um umskurð drengja í Norræna húsinu í dag .	það sýnir hversu mikilvægt málið er gyðingum sagði danski rabbíninn jair melchior á ráðstefnu um umskurð drengja í norræna húsinu í dag	O C O O O C O C O O O O O O O O O O O O O O	það sýnir hversu er mikilvægt málið gyðingum sagði danski rabbíninn jair melchior á ráðstefnu um umskurð drengja í norræna húsinu í dag	O C O F O O O C O O O O O O O O O O O O O O
494	Hægt verður að sækja um heimild til að fresta helmingi hvers gjalddaga námslána vegna kaupa á fyrsta íbúðarhúsnæði í allt að 60 mánuði .	hægt verður að sækja um heimild til að fresta helmingi hvers gjalddaga námslána vegna kaupa á fyrsta íbúðarhúsnæði í allt að 60 mánuði	O C O C O O O O C O O O O O O O O O O O O O O	hægt verður að um heimild sækja til að helmingi hvers gjalddaga námslána vegna kaupa á fyrsta íbúðarhúsnæði í allt að 60 fresta mánuði	O C O O O F O O O O O O O O O O O O O O O F O
